id, name, latitude, longitude, address, area, city,cost, rating, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
137,Kaama,19.0054024,72.82651339,"Unit 2, Trade View Building, 2nd Floor, Kamala mills,Lower Parel, Mumbai",Lower Parel, Mumbai,1200,3.8,no,yes,yes,yes,yes,no
138,Tasse de Thé,19.0054024,72.82651339,"Islam Building, Ground Floor, Veer Nariman Street,Fort, Mumbai",Fort, Mumbai,2000,4.1,no,no,no,no,no,no
139,Bademiya,18.92319556,72.83244208,"Tulloch Road, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,900,2.2,yes,yes,no,no,no,no
140,Burma  Burma,18.9295675,72.8319193,"Kothari House, Allana Centre Lane, MG Road, Behind Mumbai University,Fort, Mumbai",Fort, Mumbai,1500,4.5,no,no,no,no,no,no
141,The Nutcracker,18.9284481,72.8336042,"Modern House, Dr. V.B. Gandhi Marg, Opposite One Forbes Building, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,1200,4.4,no,no,no,yes,no,no
142,Trench Restro Lounge By The Chocolate Room,19.055653,72.832942,"Hill Road, Bandra WestShop 1,2,3 & 4, Hilton Apartment, Opposite Elco Arcade,","Hill Road, Bandra West", Mumbai,800,4.1,no,no,no,yes,yes,no
143,Mia,19.13297989,72.81222191,"Versova, Andheri West10A & B, Arram Nagar 2, J P Road,","Versova, Andheri West", Mumbai,1500,4,no,yes,no,yes,yes,yes
144,Burn - Kitchen & Malt Room,19.07249,72.87012,"Building No 19, Pinnacle Corporate Park, Next to Trade Centre,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1500,3.9,no,yes,yes,yes,yes,no
145,Burn - Kitchen & Malt Room,19.11390535,72.8356215,"Om Satyadeep Apartments, Ground Floor, Gulmohar Cross Road 7, JVPD Scheme,Juhu, Mumbai",Juhu, Mumbai,2000,4.7,no,no,yes,no,no,no
146,British Brewing Company,18.99570556,72.82551667,"Level 4, Palladium, High Street Phoenix,Lower Parel, Mumbai",Lower Parel, Mumbai,1600,4.1,yes,yes,yes,yes,no,no
147,The Bar Stock Exchange,19.10552,72.884237,"89, Shivani Industrial Estate, Opposite Times Square,Sakinaka, Mumbai",Sakinaka, Mumbai,1300,3.5,no,yes,yes,yes,yes,no
148,The Rolling Pin,18.9940402,72.8255261,"12, Janta Industrial Estate, Senapat Bapat Road,Lower Parel, Mumbai",Lower Parel, Mumbai,1000,4,yes,no,no,yes,yes,no
149,PizzaExpress,18.9238765,72.83329435,"Dhanraj Mahal, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,1500,4.1,yes,no,no,no,yes,no
150,Tanatan,19.1093,72.825451,"462, A.B. Nair Road, Opposite Novotel,Juhu, Mumbai",Juhu, Mumbai,1500,4.5,no,yes,yes,yes,no,no
151,Kasino Bar,19.18855575,72.83878852,"8th Floor, Synergy Court, Kanchpada,Malad West, Mumbai",Malad West, Mumbai,1200,4,no,yes,yes,no,yes,no
152,Yasin's Food Inn,19.14150166,72.82538284,"Andheri Lokhandwala, Andheri WestShop 4 - 5, Shiv Sadan Building, 1st Cross Lane, Lokhandwala Complex,","Andheri Lokhandwala, Andheri West", Mumbai,650,4,yes,no,no,no,no,no
153,Gymkhana 91 Bar & Kitchen,18.99218458,72.8242258,"Floor 1, Raghuvanshi Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1200,4,no,yes,yes,no,yes,no
154,Farmer's Cafe,19.0650228,72.83099167,"Shop 2, Rita Apartments, 16th Road, Nr. Mini Punjab Hotel, Bandra West, Mumbai","Panch Pakhadi, Thane West", Mumbai,1000,3.7,no,no,no,no,no,no
155,The Caravan Menu,19.195116,72.961754,"Panch Pakhadi, Thane WestSun Magnetica Building, Near LIC Building, Louis Wadi,","Panch Pakhadi, Thane West", Mumbai,1600,4.6,no,yes,no,no,yes,no
156,Persia Darbar,19.13692377,72.84682073,"6-7, Lily Tower CHS Ltd, R.B Sharma Center, S V Road,JogeshwariWest, Jogeshwari, Mumbai",Jogeshwari, Mumbai,800,3.6,yes,no,no,no,yes,no
157,Bombay Brasserie,18.988356,72.814574,"Villa 12-A, Lotus Cinema Building, Opposite Nehru Centre,Worli, Mumbai",Worli, Mumbai,1500,4.2,no,yes,yes,yes,yes,no
158,Old Wild West,19.0061446,72.8266218,"First Floor, Trade View Building,  Kamala Mills Compound, Gate 4, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1800,3.9,no,yes,yes,yes,yes,no
159,The House of Mirabella,19.13411324,72.83680301,"Remi Bizcourt, Opposite Supreme Chambers, Veera Desai Road,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,1500,3.5,no,yes,yes,yes,yes,no
160,Vortex South,18.94250543,72.82655563,"116/118, Marine Mansion, 1st Marine Street, Anandilal Podar Marg,Marine Lines, Mumbai",Marine Lines, Mumbai,1300,3.8,no,no,no,no,no,no
161,True Tramm Trunk,19.07284082,72.87112825,"G2C, Trade Centre, Opposite MTNL, Skoda Showroom,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1500,3.3,no,yes,yes,no,yes,no
162,True Tramm Trunk Trerace,19.10343282,72.83190228,"Second Floor, Besides Options Showroom, V.L. Mehta Road, J.V.P.D. Scheme,Juhu, Mumbai",Juhu, Mumbai,1500,3.5,no,yes,yes,no,no,yes
163,Talaiva,19.00573462,72.82682151,"3rd Floor,Trade View Building, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,4,no,yes,yes,yes,yes,no
164,FLYP@MTV,19.00562217,72.82631223,"1st Floor, Trade View Building, Next to Gate 4, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1400,4.1,no,yes,yes,no,no,no
165,1 Above,19.00468947,72.82636285,"Floor 2, Kamala Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,3000,4.1,no,yes,yes,no,yes,no
166,Farzi Cafe,19.0035172,72.82764997,"Kamala Mills, Near Radio Mirchi Office,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,4.2,no,no,yes,no,yes,no
167,Mojo's Bistro,19.00405895,72.82717656,"Level 2, Kamla Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,1200,4.3,no,yes,yes,no,yes,yes
168,The Bombay Canteen,19.00316849,72.82763891,"Ground Floor, Process House, Kamala Mills Compound, Near Radio Mirchi Office, S.B. Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,4.2,no,no,yes,no,yes,no
169,KODE,19.004722,72.826062,"Unit 11, Oasis City, Kamala Mills, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,2400,4.6,no,yes,yes,no,yes,no
170,Angrezi Dhaba - The Wholesale Theka,19.01995616,72.84174263,"2nd Floor, Nakshtra Mall,Dadar West, Mumbai",Dadar West, Mumbai,750,4,no,yes,yes,no,no,no
171,Le 15 Cafe,18.923903,72.832685,"Shop 18, Lansdowne House Building, MB Marg, Near Regal Cinema, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,1200,4.4,no,no,no,yes,no,no
172,Zaffran,19.0010973,72.8296612,"Todi & Company, Mathuradas Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,1400,3.7,yes,yes,yes,no,yes,no
173,Cafe Zoe,19.0004465,72.8303499,"Mathuradas Mills Compound, NM Joshi Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,4.1,yes,yes,yes,yes,yes,no
174,Merwans Cake Stop,19.11916402,72.84532037,"12/13, Madhav Nagar, SV Road,Near Andheri West Station, Mumbai",Near Andheri West Station, Mumbai,200,4.4,yes,no,no,no,no,no
175,Family Tree,19.193676,72.96661,"Panch Pakhadi, Thane WestShop 4, Ravi Industries,","Panch Pakhadi, Thane West", Mumbai,800,4.6,yes,no,no,no,yes,no
176,Carter's Blue,19.07092818,72.82293364,"Carter Road, Bandra WestB/2 Gagangari Bulding,","Carter Road, Bandra West", Mumbai,700,4,yes,no,no,no,no,no
177,Henpecked,18.92846991,72.83381224,"Apollo Street, Opposite Laxmi Vilas Bank, Mumbai Samachar Marg,Fort, Mumbai",Fort, Mumbai,1800,4.2,yes,no,yes,yes,no,no
178,The Budapest Bakehouse,18.92846991,72.83381224,"Shop 1, Pinky Plaza, Road 5,Khar, Mumbai",Khar, Mumbai,350,3.8,yes,no,no,no,no,no
179,Delhi Highway,19.108026,72.883647,"A4, Ground Floor, B Wing, Times Square, Andheri East,Sakinaka, Mumbai",Sakinaka, Mumbai,1200,4.1,yes,no,no,no,yes,no
180,Taftoon Bar & Kitchen,19.108026,72.883647,"Unit 2, C-31 & 32, G Block, Naman Centre, Opposite Dena Bank,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1000,3.8,yes,no,yes,yes,no,no
181,Howra Burger,19.0541392,72.8246531,"Hill Road, Bandra West6th Floor, Fakhrudin Villa, Opposite St. Andrew's Church,","Hill Road, Bandra West", Mumbai,1000,3.9,yes,no,no,no,no,no
182,Chili's American Grill & Bar,19.11619923,72.90950999,"13, Ventura Building, Hiranandani Business Park, Central Avenue Road,Powai, Mumbai",Powai, Mumbai,1800,4.4,yes,yes,yes,no,no,no
183,The Friends Bench All Day Cafe,19.101542,72.84699,"1, Chiranjeev CHS LTD, Chittranjan Road,Vile Parle East, Mumbai",Vile Parle East, Mumbai,700,4.1,yes,no,no,yes,no,no
184,Hotel Ramashray,19.02819342,72.85167754,"Bhandarkar Road,Matunga East, Mumbai",Matunga East, Mumbai,200,4.7,no,no,no,no,no,no
185,Cafe Mangii,19.1201321,72.90701721,"3, Transocean House, Hiranandani Business Park,Powai, Mumbai",Powai, Mumbai,1500,4,yes,yes,yes,yes,yes,no
186,Rustico,18.9298443,72.8343658,"Ground Floor, 1 Khatau building, 48 Bank Street,  Opposite Old Custom House,Fort, Mumbai",Fort, Mumbai,1500,3.7,yes,yes,no,yes,yes,no
187,Kyani & Co.,18.94413732,72.82852571,"JSS Road, Jer Mahal Estate, Opposite Metro Cinema,Marine Lines, Mumbai",Marine Lines, Mumbai,300,4.1,no,no,no,no,no,no
188,Summer House Cafe,19.0005912,72.8303384,"Todi Mill,Lower Parel, Mumbai",Lower Parel, Mumbai,1800,4.2,no,yes,yes,no,yes,no
189,The Food Studio - Kitchen & Bar,19.1617022,72.9445991,"Opposite Runwal Green Project, Mulund Goregaon Link Road,Mulund West, Mumbai",Mulund West, Mumbai,1100,4,yes,yes,yes,no,yes,no
190,Dishkiyaaon,19.0637871,72.8620251,"Ground Floor, The Capital Building, G Block,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1200,3.9,no,no,yes,no,yes,no
191,Kala Ghoda Cafe,18.9285667,72.8323694,"10, Ropewalk Lane, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,650,3.9,no,no,no,yes,no,no
192,Pranzi,19.06790263,72.83752117,"Makhija Royale, SV Road,Khar, Mumbai",Khar, Mumbai,1700,4,no,yes,no,yes,yes,no
193,Toast & Tonic,19.05921989,72.8645109,"Unit 1, Ground Floor, Jet Airways, Godrej Building,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,3000,4,no,no,yes,no,yes,no
194,Escobar - Tapas Bar,19.06024314,72.83611804,"Linking Road, Bandra West4th Floor, VN Sphere, Turner And Linking Road,","Linking Road, Bandra West", Mumbai,2500,3.8,no,no,yes,no,no,no
195,Bohemian Brew,19.067898,72.83766271,"Shop 1, Mahesh Apartment, TPS III Road 5, Off SV Road,Khar, Mumbai",Khar, Mumbai,1200,4.3,yes,yes,no,yes,yes,no
196,Candy and Green,18.97519,72.806241,"4th & 5th Floor, Hub Town Sky Bay, Bhulabhai Desai Road,Breach Candy, Mumbai",Breach Candy, Mumbai,1600,4,no,yes,yes,no,yes,yes
197,Flamboyante,18.9140222,72.8183596,"7, World Trade Centre,Cuffe Parade, Mumbai",Cuffe Parade, Mumbai,2000,3.8,yes,yes,yes,yes,no,no
198,Out Of The Blue,19.0718357,72.82564703,"Le Sutra Hotel, 14 Union Park, Off Carter Road,KharWest, Khar, Mumbai",Khar, Mumbai,1800,3.8,yes,yes,yes,yes,yes,no
199,MT-64,19.17504221,72.83720031,"Opposite Vinay Industrial Estate, Link Road, Near Cloud Nine Hospital,Malad West, Mumbai",Malad West, Mumbai,1600,3.6,no,yes,yes,no,yes,yes
200,Mojo's Bistro,19.0677373,72.9926518,"701, Level 7,  Cyber One, Near CIDCO Exhibition Center,Vashi, Navi Mumbai",Vashi, Mumbai,1900,3.9,no,yes,yes,yes,yes,yes
201,Gallops,18.98015021,72.82027826,"MahalaxmiRace Course, Mahalaxmi, Mumbai",Mahalaxmi, Mumbai,2500,4.4,no,no,yes,no,no,no
202,Ten One,18.98015021,72.82027826,"883/1JuhuTara Road, Near Melting Pot, Juhu, Mumbai",Juhu, Mumbai,800,3.8,no,no,yes,yes,no,no
203,Love & Cheesecake,19.11536354,72.90727906,"Eden 2, Central Ave, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,400,4.4,yes,no,no,no,no,no
204,Bora Bora,19.13696083,72.83289537,"Oberoi Chambers 1, Opposite Tanishq Showroom, Off New Link Road,Veera Desai Area, Mumbai, Mumbai",Veera Desai Area, Mumbai,1950,3.6,no,yes,yes,no,no,no
205,Harry's Bar + Cafe,19.11715687,72.90995356,"1st Floor, 103, Ventura Park, IT Building, Hiranandani Gardens, Opposite D Mart, Central Avenue Road,Powai, Mumbai",Powai, Mumbai,1500,3.6,yes,yes,yes,no,yes,no
206,Hungry Jd's,19.243606,72.845089,"12, New Link Road, Hissa no.10, Near Shubharambh Ground, Eksar Village,Borivali West, Mumbai",Borivali West, Mumbai,1000,3.9,no,no,no,no,no,no
207,Bake House Cafe,18.92817515,72.83247259,"KalaGhoda Building, 43 Ropewalk Lane, Behind Rhythm House, Kalaghoda,Fort, Mumbai",Fort, Mumbai,800,4.5,no,no,no,yes,yes,no
208,Cafe Madras,19.027707,72.85505,"38 B, Circle House, King's Circle Near Maheshwari Udyan,Matunga East, Mumbai",Matunga East, Mumbai,250,4.4,no,no,no,no,no,no
209,Drop,19.0601775,72.836387,"Linking Road, Bandra WestG1/B, Krystal Building, Below Hakkassan, Waterfield Road,","Linking Road, Bandra West", Mumbai,1200,3,no,yes,yes,yes,yes,no
210,Status Veg Restaurant,18.9242998,72.8216832,"208, Regent Chambers,Nariman Point, Mumbai",Nariman Point, Mumbai,800,3.9,yes,no,no,no,no,no
211,Kitchen Garden by Suzette,19.0614456,72.8292837,"Pali Hill, Bandra West8/9, Gasper Enclave, St. John Street, Pali Naka, Near Suzette, Opposite Gold’s Gym,","Pali Hill, Bandra West", Mumbai,1000,3.7,no,no,no,no,no,no
212,Wok Express,19.0623793,72.8293459,"Pali Hill, Bandra WestShop 1-2, Dheeraj Swapna Building, Pali Naka,","Pali Hill, Bandra West", Mumbai,1000,3.3,yes,no,no,no,yes,no
213,India Bistro,19.20832359,72.96364635,"Upvan, Thane WestGround/First floor, Vihang Garden, Near Vihang Club, Pokharan Road 1, Vartak Nagar,","Upvan, Thane West", Mumbai,1200,4.9,yes,yes,yes,no,yes,no
214,La Patio,19.1416624,72.8334086,"8th Floor, Morya Landmark 2, Opposite Infiniti Mall, Off New Link Road,Veera Desai Area, Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,2000,3.6,no,yes,yes,yes,no,no
215,Pishu's,19.13644864,72.82959826,"Andheri Lokhandwala, Andheri West8, New Shantivan Building, Oberoi Complex Road, Sab TV Lane,","Andheri Lokhandwala, Andheri West", Mumbai,550,3.9,yes,no,no,yes,no,no
216,1441 Pizzeria,18.9291371,72.8344812,"Ground Floor, 5,  58/64,  Hari Chambers, S B Road,Fort, Mumbai",Fort, Mumbai,1000,4.4,yes,no,no,yes,no,no
217,Slink & Bardot,19.017247,72.817522,"329/A, Thadani House, Opposite Indian Coast Guard,WorliVillage, Worli, Mumbai",Worli, Mumbai,3000,4,no,yes,yes,yes,yes,no
218,Kaitlyn's Beer Garden,19.0547646,72.8281235,"Hill Road, Bandra West201-202, Khan House,","Hill Road, Bandra West", Mumbai,1650,4.4,yes,yes,yes,yes,yes,no
219,Pop Tate's,19.0027399,72.82880701,"Unit 2, Ground Floor, Trade Garden Building, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1600,3.9,yes,no,yes,no,no,no
220,Cavalry The Lounge,19.118683,72.905464,"2nd Floor, Heera Panna  Shopping Center, Next to Lake Solitaire, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,1500,4,no,yes,yes,yes,yes,no
221,Ray's Cafe & Pizzeria,19.0547895,72.8283766,"133, Gazebo House, Hill Road, (Behind Mamagoto), Bandra West, Mumbai",Powai, Mumbai,1400,4,yes,no,no,yes,yes,no
222,Mezzo Veg Lounge,19.22305198,72.8500957,"Opp. Reliance Mall, Shimpoli,   400092,Borivali West, Mumbai",Borivali West, Mumbai,1000,3.9,yes,no,no,no,no,no
223,Tryst,18.99474707,72.82394584,"Phoenix Mill Compound, High Street Phoenix, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2500,3.6,no,no,yes,no,no,no
224,Basanti and Co.,19.12620467,72.82082107,"7 Bungalows, Andheri West7/11, Meera Apartments, Juhu Versova Link Road,","7 Bungalows, Andheri West", Mumbai,1000,3.9,no,no,yes,no,no,no
225,Drinkery 51,19.06738834,72.86711298,"1st Floor, Vibgyor Towers,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1500,4,no,yes,yes,no,yes,no
226,IMBISS,19.053781,72.8297754,"Hill Road, Bandra West14, Ben O Lil Haven, Waroda Road, Off Hill Road,","Hill Road, Bandra West", Mumbai,1000,4.4,yes,no,no,no,no,no
227,Shalimar,18.9578636,72.8320232,"Vazir Building, Shalimar Corner, Bhendi Bazaar, Sandhurst Road,Mohammad Ali Road, Mumbai",Mohammad Ali Road, Mumbai,700,3.8,yes,no,no,no,yes,no
228,The American Joint,19.2238399,72.8413473,"The Ahcl Homes Tower, Chikuwadi New Link Road,Borivali West, Mumbai",Borivali West, Mumbai,1000,3.7,no,no,no,no,no,no
229,Slurp N Burp,19.233993,72.855698,"Shop 9, Ground Floor, Natraj Coop Housing Society, Near croma Sodawala Lane,  Chamunda Circle,Borivali West, Mumbai",Borivali West, Mumbai,450,3.7,yes,no,no,no,no,no
230,Le 15 Patisserie,19.0660421,72.8297254,"Pali Hill, Bandra WestGround Floor, Siffin Apartments, Dr. Ambedkar Road,","Pali Hill, Bandra West", Mumbai,500,4.1,no,no,no,no,no,no
231,Le 15 Patisserie,18.9943682,72.8234431,"1st Floor, Palladium Mall, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,500,4.1,no,no,no,no,no,no
232,Le 15 Patisserie,19.15265304,72.83092897,"Oshiwara, Andheri WestShop 11, Ground Floor, Windermere 1-B CHS, Near Mega Mall,","Oshiwara, Andheri West", Mumbai,500,4.1,no,no,no,yes,no,no
233,Zaffran,19.18501495,72.83399642,"4th Floor, Infiniti Mall, Link Road,Malad West, Mumbai",Malad West, Mumbai,1400,3.8,yes,no,yes,no,no,no
234,Zaffran,19.0998566,72.91667517,"1st Floor, R City Mall, LBS Marg,Ghatkopar West, Mumbai",Ghatkopar West, Mumbai,1400,3.5,yes,no,yes,yes,no,no
235,Zaffran,19.0547905,72.8259233,"Hill Road, Bandra West95 Fernandez Villa, Opposite St Andrew's Church,","Hill Road, Bandra West", Mumbai,1400,3.7,yes,yes,yes,no,yes,no
236,Zaffran,19.20327547,72.85972785,"T 9, 3rd Floor, Growell's 101 Mall, Akruli Road, Off Western Express Highway,Kandivali East, Mumbai",Kandivali East, Mumbai,1400,3.5,yes,no,yes,no,no,no
237,Zaffran,19.0651945,73.001254,"1st Floor, Inorbit Mall,Vashi, Navi Mumbai",Vashi, Mumbai,1400,3.6,yes,no,yes,no,no,no
238,Zaffran,19.14129008,72.83133466,"Andheri Lokhandwala, Andheri WestFloor 2, Infiniti Mall,","Andheri Lokhandwala, Andheri West", Mumbai,1400,3.7,yes,yes,yes,no,no,no
239,Kebab Korner By Zaffran,19.0547159,72.8257951,"Hill Road, Bandra WestFernandez Villa, Opposite St Andrew's Church,","Hill Road, Bandra West", Mumbai,400,3.1,yes,no,yes,no,yes,no
240,The Bombay Dhaba,19.22292915,73.01887002,"Mumbai-Nashik Highway, Dive Anjur, Bhiwandi,Kalwa, Mumbai",Kalwa, Mumbai,850,3.9,no,yes,no,no,yes,yes
241,Cafe Mondegar,18.92407821,72.83212256,"5A, Metro House, Shahid Bhagat Singh Road, Near Regal Cinema,Colaba, Mumbai",Colaba, Mumbai,1300,4,no,no,no,no,no,no
242,Swey,18.9912739,72.8143781,"4th Floor, Atria Mall, Dr. Annie Besant Rd, Opposite Poonam Chambers,Worli, Mumbai",Worli, Mumbai,1500,3.5,no,yes,yes,yes,yes,no
243,Su Casa,19.05177328,72.83285514,"Reclamation, Bandra WestThe Bombay Art Society, Ground Floor, Opp Hotel Rang Sharda,Near Lilavati Hospital,","Reclamation, Bandra West", Mumbai,1700,3.7,no,yes,yes,yes,yes,no
244,Sammy Sosa,19.151186,72.83179633,"Oshiwara, Andheri WestShop 18, Meera CHS, Near Mega Mall, Oshiwara Link Road,","Oshiwara, Andheri West", Mumbai,1700,4.6,yes,no,yes,yes,no,no
245,Shamiana - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,2500,4.1,no,no,yes,yes,no,no
246,Bombay Barbeque,19.20355789,72.9689246,"Khopat, Thane WestShop 3-5, Dev Corpora, Pokhran Road 1, Cadbury Junction,","Khopat, Thane West", Mumbai,1600,3.8,no,no,no,no,no,no
247,Pot Pourri,19.045434,72.903148,"2nd Floor, Cubic Mall, Vasant Vihar Road,Chembur, Mumbai",Chembur, Mumbai,1300,3.8,no,no,yes,no,no,no
248,Icekraft,19.15138902,72.83223353,"Oshiwara, Andheri West5, Meera CHS, Opposite Windsor Grande Residences,","Oshiwara, Andheri West", Mumbai,300,4.2,no,no,no,yes,no,no
249,Vedge,19.1353726,72.8330447,"Ground Floor, Fun Republic Mall, New Link Road,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,1000,4.3,yes,no,no,no,no,no
250,10th Street Cafe,19.11319193,72.83004183,"Shop 8, Sukhmani Himalaya CHS, 10th Road, Gurunanak Marg, JVPD Scheme,Juhu, Mumbai",Juhu, Mumbai,1300,3.8,no,no,no,no,yes,no
251,POH,19.0060791,72.8270018,"Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,2500,4.3,no,no,yes,no,no,no
252,38 Degree East,19.12199866,72.90849264,"Panchkutir, Adhishankracharya Marg, OppositePowaiLake, JVLR,Powai, Mumbai",Powai, Mumbai,1000,3.7,yes,yes,yes,no,yes,no
253,Mehman Nawazi,19.11336268,72.90939532,"8th Floor, A Wing, Supreme Business Park, Hiranandi Gardens,Powai, Mumbai",Powai, Mumbai,1450,3.7,no,no,yes,no,yes,yes
254,Fable,19.11062842,72.8275333,"Shop 3, Ashiyana Apartment, N.S Road 13,Juhu, Mumbai",Juhu, Mumbai,1400,4,yes,no,no,yes,yes,no
255,Swey,18.9912739,72.8143781,"4th Floor, Atria Mall, Dr. Annie Besant Rd, Opposite Poonam Chambers,Worli, Mumbai",Worli, Mumbai,1500,3.5,no,yes,yes,yes,yes,no
256,Barbeque Nation,18.99124,72.8144935,"Atria Mall, 4th Floor, Dr. Annie Besant Road,Worli, Mumbai",Worli, Mumbai,1900,4,no,no,yes,no,yes,no
257,Matahaari,18.9913332,72.8142391,"Level IV, The Atria Mall, Dr. Annie Besant Road,Worli, Mumbai",Worli, Mumbai,3000,3,no,yes,yes,no,yes,no
258,The Spare Kitchen,18.9913505,72.8142396,"Atria Mall, 4th Floor, Dr. Annie Besant Road,Worli, Mumbai",Worli, Mumbai,2200,3.7,yes,yes,yes,yes,yes,no
259,Theobroma,18.9912739,72.8143781,"Atria Mall, 4th Floor, Dr. Annie Besant Road,Worli, Mumbai",Worli, Mumbai,500,3.7,no,no,no,no,no,no
260,Pala Fala,18.99120402,72.81458057,"Atria Mall, 4th Floor, Annie Besant Road,Worli, Mumbai",Worli, Mumbai,1000,3.6,yes,no,no,yes,yes,no
261,Sammy Sosa,18.99120402,72.81458057,"Mahavir Icon, Shop 7 & 8, Plot 89 & 90, Sector 15,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,1700,3.5,no,no,no,no,no,no
262,Masala Kraft - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,6500,3.9,no,no,yes,yes,no,no
263,Souk - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,5500,4,no,no,yes,yes,no,no
264,Sea Lounge - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,3500,4.4,no,no,no,yes,no,no
265,Hard Rock Cafe,19.0065039,72.8293805,"Wadia International Center, Bombay Dyeing, Pandhurang Budhkar Marg,Worli, Mumbai",Worli, Mumbai,2500,4.3,no,no,yes,no,no,no
266,ZOOBAR,19.1005007,72.8406265,"1st Floor, Liberty Lodge, DJ Road, Above Mcdonalds,Vile Parle West, Mumbai",Vile Parle West, Mumbai,1200,3.9,yes,yes,yes,yes,yes,no
267,99 Bollywood Bar,19.07135786,72.83997606,"Near Hotel Amardeep, Opp.GASM Lounge' Next toKharStation, Khar West, Khar, Mumbai",Khar, Mumbai,1000,3.5,no,yes,yes,yes,yes,no
268,The Sassy Spoon,18.9283278,72.8225141,"Ground Floor, Express Towers, Ramnath Goenka Marg,Nariman Point, Mumbai",Nariman Point, Mumbai,1800,4.3,no,no,yes,no,yes,no
269,The Irish House,19.2085024,72.9714887,"Majiwada, Thane WestViviana Mall, Level 1, Eastern Express Highway, Beside Jupiter Hospital,","Majiwada, Thane West", Mumbai,1900,4.1,no,yes,yes,no,no,no
270,Gajalee,19.1037439,72.8515941,"Kadamgiri Complex, Hanuman Road,Vile Parle East, Mumbai",Vile Parle East, Mumbai,1000,4.1,yes,no,no,no,no,no
271,Britannia & Company Restaurant,18.93450908,72.84016717,"Wakefield House, 11 Sprott Road, 16 Ballard Estate,Fort, Mumbai",Fort, Mumbai,1000,4,no,no,no,no,no,no
272,Pizza Hut,18.93865493,72.8337463,"Elphinston House, 17 Muraban Road, Opposite Sterling Theatre,Mumbai CST Area, Mumbai",Mumbai CST Area, Mumbai,900,3.9,yes,no,no,no,no,no
273,Borivali Biryani Centre,19.2197724,72.8411259,"25-28, Aditya Apartment, Shimpoli, Chikuwadi,Borivali West, Mumbai",Borivali West, Mumbai,750,3.1,yes,no,no,no,no,no
274,The Pancake Story,19.1404352,72.82604434,"Andheri Lokhandwala, Andheri West3, Lokhandwala Complex,","Andheri Lokhandwala, Andheri West", Mumbai,500,4.5,no,no,no,no,no,no
275,Chitchat Chai,19.2313643,72.8523429,"Shop 8, Victory Park, Chandaverkar Lane,Borivali West, Mumbai",Borivali West, Mumbai,150,3.8,yes,yes,no,no,no,no
276,Air Deck Lounge,19.21359729,72.84112271,"X Central Mall, Above Kotak Bank, Mahavir Nagar,Kandivali West, Mumbai",Kandivali West, Mumbai,1500,3.2,no,yes,yes,no,yes,no
